Synonym,Standard Term,Term Id,Synonyms Type
olive flounder,Paralichthys olivaceus,NCBITaxon_8255,Exact Synonym
false halibut,Paralichthys olivaceus,NCBITaxon_8255,Exact Synonym
bastard halibut,Paralichthys olivaceus,NCBITaxon_8255,Exact Synonym
Paralichthyidae sp. KYJ-2011,Paralichthys olivaceus,NCBITaxon_8255,Exact Synonym
Japanese flounder,Paralichthys olivaceus,NCBITaxon_8255,Exact Synonym
righteye flounders,Pleuronectidae,NCBITaxon_8256,Exact Synonym
yellowtail flounder,Myzopsetta ferruginea,NCBITaxon_8258,Exact Synonym
European flounder,Platichthys flesus,NCBITaxon_8260,Exact Synonym
plaice,Pleuronectes platessa,NCBITaxon_8262,Exact Synonym
European plaice,Pleuronectes platessa,NCBITaxon_8262,Exact Synonym
winter flounder,Pseudopleuronectes americanus,NCBITaxon_8265,Exact Synonym
European conger,Conger conger,NCBITaxon_82655,Exact Synonym
Atlantic halibut,Hippoglossus hippoglossus,NCBITaxon_8267,Exact Synonym
chub,Squalius cephalus,NCBITaxon_8284,Exact Synonym
European chub,Squalius cephalus,NCBITaxon_8284,Exact Synonym
Japanese horse-chestnut,Aesculus turbinata,NCBITaxon_83375,Exact Synonym
frogs and toads,Anura,NCBITaxon_8342,Exact Synonym
frogs,Anura,NCBITaxon_8342,Exact Synonym
anurans,Anura,NCBITaxon_8342,Exact Synonym
rice-field rat,Rattus argentiventer,NCBITaxon_83752,Exact Synonym
Japanese jack mackerel,Trachurus japonicus,NCBITaxon_83875,Exact Synonym
Japanese horse mackerel,Trachurus japonicus,NCBITaxon_83875,Exact Synonym
cardinalfishes,Apogonidae,NCBITaxon_83881,Exact Synonym
zhu ma,Boehmeria nivea,NCBITaxon_83906,Exact Synonym
ramie,Boehmeria nivea,NCBITaxon_83906,Exact Synonym
Chinese silk-plant,Boehmeria nivea,NCBITaxon_83906,Exact Synonym
true frogs,Ranidae,NCBITaxon_8397,Exact Synonym
riparian frogs,Ranidae,NCBITaxon_8397,Exact Synonym
Rana,Rana <genus>,NCBITaxon_8399,Exact Synonym
bullfrogs,Rana catesbeiana,NCBITaxon_8400,Exact Synonym
bullfrog,Rana catesbeiana,NCBITaxon_8400,Exact Synonym
American bullfrog,Rana catesbeiana,NCBITaxon_8400,Exact Synonym
strawberry tree,Arbutus unedo,NCBITaxon_84005,Exact Synonym
bearberry,Arctostaphylos uva-ursi,NCBITaxon_84009,Exact Synonym
marsh frog,Pelophylax ridibundus,NCBITaxon_8406,Exact Synonym
laughing frog,Pelophylax ridibundus,NCBITaxon_8406,Exact Synonym
European green frog,Pelophylax ridibundus,NCBITaxon_8406,Exact Synonym
common frog,Rana temporaria,NCBITaxon_8407,Exact Synonym
European common frog,Rana temporaria,NCBITaxon_8407,Exact Synonym
turtles,Testudines,NCBITaxon_8459,Exact Synonym
anapsid reptiles,Testudines,NCBITaxon_8459,Exact Synonym
snake-necked turtles,Chelidae,NCBITaxon_8461,Exact Synonym
sand lances,Ammodytidae,NCBITaxon_84619,Exact Synonym
small sandeel,Ammodytes tobianus,NCBITaxon_84621,Exact Synonym
Cuban stone crab,Menippe nodifrons,NCBITaxon_84638,Exact Synonym
rohu,Labeo rohita,NCBITaxon_84645,Exact Synonym
Jayanti rohu,Labeo rohita,NCBITaxon_84645,Exact Synonym
sea turtles,Cheloniidae,NCBITaxon_8465,Exact Synonym
red sea turtle,Caretta caretta,NCBITaxon_8467,Exact Synonym
loggerhead,Caretta caretta,NCBITaxon_8467,Exact Synonym
Loggerhead turtle,Caretta caretta,NCBITaxon_8467,Exact Synonym
solenocerid shrimps,Solenoceridae,NCBITaxon_84683,Exact Synonym
green seaturtle,Chelonia mydas,NCBITaxon_8469,Exact Synonym
green sea turtle,Chelonia mydas,NCBITaxon_8469,Exact Synonym
snapping turtles,Chelydridae,NCBITaxon_8473,Exact Synonym
snapping turtle,Chelydra serpentina,NCBITaxon_8475,Exact Synonym
Common snapping turtle,Chelydra serpentina,NCBITaxon_8475,Exact Synonym
terrapins,Emydidae,NCBITaxon_8476,Exact Synonym
pond turtles,Emydidae,NCBITaxon_8476,Exact Synonym
American alligator,Alligator mississippiensis,NCBITaxon_8496,Exact Synonym
Nile crocodile,Crocodylus niloticus,NCBITaxon_8501,Exact Synonym
African crocodile,Crocodylus niloticus,NCBITaxon_8501,Exact Synonym
estuarine crocodile,Crocodylus porosus,NCBITaxon_8502,Exact Synonym
Australian saltwater crocodile,Crocodylus porosus,NCBITaxon_8502,Exact Synonym
New Guinea crocodile,Crocodylus novaeguineae,NCBITaxon_8503,Exact Synonym
squamates,Squamata,NCBITaxon_8509,Exact Synonym
iguanian lizards,Iguania,NCBITaxon_8511,Exact Synonym
common iguana,Iguana iguana,NCBITaxon_8517,Exact Synonym
Common green iguana,Iguana iguana,NCBITaxon_8517,Exact Synonym
guelder rose,Viburnum opulus,NCBITaxon_85293,Exact Synonym
crampbark,Viburnum opulus,NCBITaxon_85293,Exact Synonym
European cranberrybush,Viburnum opulus,NCBITaxon_85293,Exact Synonym
golden goby,Gobius auratus,NCBITaxon_85415,Exact Synonym
black goby,Gobius niger,NCBITaxon_85417,Exact Synonym
rock goby,Gobius paganellus,NCBITaxon_85418,Exact Synonym
grass goby,Zosterisessor ophiocephalus,NCBITaxon_85428,Exact Synonym
nagami kumquat,Citrus japonica var. margarita,NCBITaxon_85437,Exact Synonym
monitors,Varanidae,NCBITaxon_8555,Exact Synonym
green mud crab,Scylla paramamosain,NCBITaxon_85552,Exact Synonym
tangerine,Citrus reticulata,NCBITaxon_85571,Exact Synonym
mandarin orange,Citrus reticulata,NCBITaxon_85571,Exact Synonym
geckos,Gekkonidae,NCBITaxon_8561,Exact Synonym
snakes,Serpentes,NCBITaxon_8570,Exact Synonym
tope shark,Galeorhinus galeus,NCBITaxon_86063,Exact Synonym
sleepers,Eleotridae,NCBITaxon_86197,Exact Synonym
marble goby,Oxyeleotris marmorata,NCBITaxon_86250,Exact Synonym
spiny shark,Echinorhinus brucus,NCBITaxon_862826,Exact Synonym
spinous shark,Echinorhinus brucus,NCBITaxon_862826,Exact Synonym
bramble shark,Echinorhinus brucus,NCBITaxon_862826,Exact Synonym
New Zealand lanternshark,Etmopterus baxteri,NCBITaxon_862827,Exact Synonym
red-bellied black snake,Pseudechis porphyriacus,NCBITaxon_8671,Exact Synonym
mottled eel,Anguilla nebulosa,NCBITaxon_86965,Exact Synonym
rice bean,Vigna umbellata,NCBITaxon_87088,Exact Synonym
mambi-bean,Vigna umbellata,NCBITaxon_87088,Exact Synonym
Pacific flatiron herring,Harengula thrissina,NCBITaxon_875777,Exact Synonym
striped red mullet,Mullus surmuletus,NCBITaxon_87757,Exact Synonym
salema,Sarpa salpa,NCBITaxon_87759,Exact Synonym
big-scale sand smelt,Atherina boyeri,NCBITaxon_87785,Exact Synonym
birds,Aves,NCBITaxon_8782,Exact Synonym
avian,Aves,NCBITaxon_8782,Synonym
emus,Dromaiidae,NCBITaxon_8788,Exact Synonym
emu,Dromaius novaehollandiae,NCBITaxon_8790,Exact Synonym
lesser rhea,Pterocnemia pennata,NCBITaxon_8795,Exact Synonym
greater rhea,Rhea americana,NCBITaxon_8797,Exact Synonym
common rhea,Rhea americana,NCBITaxon_8797,Exact Synonym
ostriches,Struthioniformes,NCBITaxon_8798,Exact Synonym
ostrich,Struthio camelus,NCBITaxon_8801,Exact Synonym
African ostrich,Struthio camelus,NCBITaxon_8801,Exact Synonym
American harvestfish,Peprilus paru,NCBITaxon_880343,Exact Synonym
su-momo,Prunus salicina,NCBITaxon_88123,Exact Synonym
Japanese plum,Prunus salicina,NCBITaxon_88123,Exact Synonym
red rock crab,Cancer productus,NCBITaxon_88209,Exact Synonym
waterfowl,Anatidae,NCBITaxon_8830,Exact Synonym
mallard ducks,Anas platyrhynchos,NCBITaxon_8839,Exact Synonym
mallard duck,Anas platyrhynchos,NCBITaxon_8839,Exact Synonym
mallard,Anas platyrhynchos,NCBITaxon_8839,Exact Synonym
duck,Anas platyrhynchos,NCBITaxon_8839,Exact Synonym
greylag goose,Anser anser,NCBITaxon_8843,Exact Synonym
graylag goose,Anser anser,NCBITaxon_8843,Exact Synonym
domestic goose,Anser anser,NCBITaxon_8843,Exact Synonym
magpie goose,Anseranas semipalmata,NCBITaxon_8851,Exact Synonym
Canada goose,Branta canadensis,NCBITaxon_8853,Exact Synonym
musky duck,Cairina moschata,NCBITaxon_8855,Exact Synonym
muscovy,Cairina moschata,NCBITaxon_8855,Exact Synonym
Muscovy duck,Cairina moschata,NCBITaxon_8855,Exact Synonym
alfonsinos,Berycidae,NCBITaxon_88661,Exact Synonym
splendid alfonsino,Beryx splendens,NCBITaxon_88663,Exact Synonym
halfbeaks,Hemiramphidae,NCBITaxon_88694,Exact Synonym
channamu,Pinus koraiensis,NCBITaxon_88728,Exact Synonym
Korean pine,Pinus koraiensis,NCBITaxon_88728,Exact Synonym
swifts,Apodidae,NCBITaxon_8893,Exact Synonym
slime flounder,Microstomus achne,NCBITaxon_89057,Exact Synonym
Dover sole,Microstomus pacificus,NCBITaxon_89058,Exact Synonym
shorebirds,Charadriiformes,NCBITaxon_8906,Exact Synonym
gulls,Laridae,NCBITaxon_8910,Exact Synonym
great black-backed gull,Larus marinus,NCBITaxon_8912,Exact Synonym
lesser black-backed gull,Larus fuscus,NCBITaxon_8915,Exact Synonym
banana,Musa x paradisiaca,NCBITaxon_89151,Exact Synonym
snipes,Scolopacidae,NCBITaxon_8917,Exact Synonym
pigeons,Columbidae,NCBITaxon_8930,Exact Synonym
water buffalo,Bubalus bubalis,NCBITaxon_89462,Exact Synonym
river buffalo,Bubalus bubalis,NCBITaxon_89462,Exact Synonym
domestic water buffalo,Bubalus bubalis,NCBITaxon_89462,Exact Synonym
Chinese water-spinach,Ipomoea aquatica,NCBITaxon_89636,Exact Synonym
fowls,Galliformes,NCBITaxon_8976,Exact Synonym
guineafowls,Numididae,NCBITaxon_8990,Exact Synonym
offshore hake,Merluccius albidus,NCBITaxon_89945,Exact Synonym
southern hake,Merluccius australis,NCBITaxon_89946,Exact Synonym
shallow-water Cape hake,Merluccius capensis,NCBITaxon_89947,Exact Synonym
Southern Pacific hake,Merluccius gayi,NCBITaxon_89948,Exact Synonym
Argentine hake,Merluccius hubbsi,NCBITaxon_89949,Exact Synonym
deep-water Cape hake,Merluccius paradoxus,NCBITaxon_89950,Exact Synonym
Benguela hake,Merluccius polli,NCBITaxon_89951,Exact Synonym
North Pacific hake,Merluccius productus,NCBITaxon_89952,Exact Synonym
Senegalese hake,Merluccius senegalensis,NCBITaxon_89953,Exact Synonym
turkeys,Phasianidae,NCBITaxon_9005,Exact Synonym
solenette,Buglossidium luteum,NCBITaxon_90071,Exact Synonym
thickback sole,Microchirus variegatus,NCBITaxon_90074,Exact Synonym
northern bobwhite,Colinus virginianus,NCBITaxon_9014,Exact Synonym
common bobwhite,Colinus virginianus,NCBITaxon_9014,Exact Synonym
bobwhite quail,Colinus virginianus,NCBITaxon_9014,Exact Synonym
chickens,Gallus gallus,NCBITaxon_9031,Exact Synonym
chicken,Gallus gallus,NCBITaxon_9031,Exact Synonym
bantam,Gallus gallus,NCBITaxon_9031,Exact Synonym
gold-of-pleasure,Camelina sativa,NCBITaxon_90675,Exact Synonym
false flax,Camelina sativa,NCBITaxon_90675,Exact Synonym
Common quail,Coturnix coturnix,NCBITaxon_9091,Exact Synonym
ocellated turkey,Meleagris ocellata,NCBITaxon_9101,Exact Synonym
wild turkey,Meleagris gallopavo,NCBITaxon_9103,Exact Synonym
turkey,Meleagris gallopavo,NCBITaxon_9103,Exact Synonym
common turkey,Meleagris gallopavo,NCBITaxon_9103,Exact Synonym
rails,Rallidae,NCBITaxon_9119,Exact Synonym
"whales, hippos, ruminants, pigs, camels etc.",Cetartiodactyla,NCBITaxon_91561,Exact Synonym
African bonytongue,Heterotis niloticus,NCBITaxon_91721,Exact Synonym
African arowana,Heterotis niloticus,NCBITaxon_91721,Exact Synonym
Patagonian grenadier,Macruronus magellanicus,NCBITaxon_92050,Exact Synonym
marsupials,Metatheria,NCBITaxon_9263,Exact Synonym
opossums,Didelphidae,NCBITaxon_9265,Exact Synonym
American opossums,Didelphidae,NCBITaxon_9265,Exact Synonym
milk thistle,Silybum marianum,NCBITaxon_92921,Exact Synonym
lady's thistle,Silybum marianum,NCBITaxon_92921,Exact Synonym
holy thistle,Silybum marianum,NCBITaxon_92921,Exact Synonym
sago palm,Metroxylon sagu,NCBITaxon_93297,Exact Synonym
possums and cuscuses,Phalangeridae,NCBITaxon_9335,Exact Synonym
Aristotle's catfish,Silurus aristotelis,NCBITaxon_933932,Exact Synonym
longnose spurdog,Squalus blainville,NCBITaxon_934694,Exact Synonym
placentals,Eutheria,NCBITaxon_9347,Exact Synonym
placental mammals,Eutheria,NCBITaxon_9347,Exact Synonym
eutherian mammals,Eutheria,NCBITaxon_9347,Exact Synonym
armadillos,Dasypodidae,NCBITaxon_9359,Exact Synonym
armadillo,Dasypodidae,NCBITaxon_9359,Exact Synonym
Nalta jute,Corchorus olitorius,NCBITaxon_93759,Exact Synonym
Japanese quail,Coturnix japonica,NCBITaxon_93934,Exact Synonym
sweet osmanthus,Osmanthus fragrans,NCBITaxon_93977,Exact Synonym
ocean sunfish,Mola mola,NCBITaxon_94237,Exact Synonym
butterfishes,Stromateidae,NCBITaxon_94243,Exact Synonym
ginger,Zingiber officinale,NCBITaxon_94328,Exact Synonym
monkeys,Platyrrhini,NCBITaxon_9479,Exact Synonym
monkey,Platyrrhini,NCBITaxon_9479,Exact Synonym
New World monkeys,Platyrrhini,NCBITaxon_9479,Exact Synonym
cusk-eels,Ophidiidae,NCBITaxon_94930,Exact Synonym
sauries,Belonidae,NCBITaxon_94935,Exact Synonym
needlefishes,Belonidae,NCBITaxon_94935,Exact Synonym
common dentex,Dentex dentex,NCBITaxon_94951,Exact Synonym
Wels catfish,Silurus glanis,NCBITaxon_94993,Exact Synonym
European catfish,Silurus glanis,NCBITaxon_94993,Exact Synonym
Danube catfish,Silurus glanis,NCBITaxon_94993,Exact Synonym
monkeys,Cercopithecidae,NCBITaxon_9527,Exact Synonym
monkey,Cercopithecidae,NCBITaxon_9527,Exact Synonym
Old World monkeys,Cercopithecidae,NCBITaxon_9527,Exact Synonym
red rock lobster,Jasus edwardsii,NCBITaxon_95461,Exact Synonym
Chinese mitten crab,Eriocheir sinensis,NCBITaxon_95602,Exact Synonym
Chinese hairy crab,Eriocheir sinensis,NCBITaxon_95602,Exact Synonym
man,Homo sapiens,NCBITaxon_9606,Exact Synonym
human,Homo sapiens,NCBITaxon_9606,Exact Synonym
"dog, coyote, wolf, fox",Canidae,NCBITaxon_9608,Exact Synonym
dogs,Canis lupus familiaris,NCBITaxon_9615,Exact Synonym
dog,Canis lupus familiaris,NCBITaxon_9615,Exact Synonym
bears,Ursidae,NCBITaxon_9632,Exact Synonym
American black bear,Ursus americanus,NCBITaxon_9643,Exact Synonym
grizzly bear,Ursus arctos,NCBITaxon_9644,Exact Synonym
brown bear,Ursus arctos,NCBITaxon_9644,Exact Synonym
"raccoon, coati & olingo",Procyonidae,NCBITaxon_9647,Exact Synonym
slimeheads,Trachichthyidae,NCBITaxon_96776,Exact Synonym
roughies,Trachichthyidae,NCBITaxon_96776,Exact Synonym
orange roughy,Hoplostethus atlanticus,NCBITaxon_96778,Exact Synonym
domestic cat,Felis catus,NCBITaxon_9685,Exact Synonym
cats,Felis catus,NCBITaxon_9685,Exact Synonym
cat,Felis catus,NCBITaxon_9685,Exact Synonym
fringescale sardinella,Sardinella fimbriata,NCBITaxon_96887,Exact Synonym
Indian oil sardine,Sardinella longiceps,NCBITaxon_96888,Exact Synonym
fur seals & sea lions,Otariidae,NCBITaxon_9702,Exact Synonym
walruses,Odobenidae,NCBITaxon_9705,Exact Synonym
walrus,Odobenus rosmarus,NCBITaxon_9707,Exact Synonym
true seals,Phocidae,NCBITaxon_9709,Exact Synonym
seals,Phocidae,NCBITaxon_9709,Exact Synonym
seal,Phocidae,NCBITaxon_9709,Exact Synonym
earless seals,Phocidae,NCBITaxon_9709,Exact Synonym
crawling seals,Phocidae,NCBITaxon_9709,Exact Synonym
blue moki,Latridopsis ciliaris,NCBITaxon_97160,Exact Synonym
Ringed seal,Pusa hispida,NCBITaxon_9718,Exact Synonym
"whales, dolphins, and porpoises",Cetacea,NCBITaxon_9721,Exact Synonym
whales,Cetacea,NCBITaxon_9721,Exact Synonym
whale,Cetacea,NCBITaxon_9721,Exact Synonym
tooth whales,Odontoceti,NCBITaxon_9722,Exact Synonym
marine dolphins,Delphinidae,NCBITaxon_9726,Exact Synonym
porpoises,Phocoenidae,NCBITaxon_9740,Exact Synonym
white whale,Delphinapterus leucas,NCBITaxon_9749,Exact Synonym
beluga whale,Delphinapterus leucas,NCBITaxon_9749,Exact Synonym
beluga,Delphinapterus leucas,NCBITaxon_9749,Exact Synonym
baleen whales,Mysticeti,NCBITaxon_9761,Exact Synonym
rorquals,Balaenopteridae,NCBITaxon_9765,Exact Synonym
finback whales,Balaenopteridae,NCBITaxon_9765,Exact Synonym
minke whale,Balaenoptera acutorostrata,NCBITaxon_9767,Exact Synonym
lesser rorqual,Balaenoptera acutorostrata,NCBITaxon_9767,Exact Synonym
Chinese-keys,Boesenbergia rotunda,NCBITaxon_97729,Exact Synonym
manatees and dugongs (seacows),Sirenia,NCBITaxon_9774,Exact Synonym
manatees,Trichechidae,NCBITaxon_9775,Exact Synonym
galangal,Kaempferia galanga,NCBITaxon_97750,Exact Synonym
elephants,Elephantidae,NCBITaxon_9780,Exact Synonym
Indian elephant,Elephas maximus,NCBITaxon_9783,Exact Synonym
Asiatic elephant,Elephas maximus,NCBITaxon_9783,Exact Synonym
Asian elephant,Elephas maximus,NCBITaxon_9783,Exact Synonym
African elephants,Loxodonta,NCBITaxon_9784,Exact Synonym
African Elephant,Loxodonta,NCBITaxon_9784,Exact Synonym
African savannah elephant,Loxodonta africana,NCBITaxon_9785,Exact Synonym
African savanna elephant,Loxodonta africana,NCBITaxon_9785,Exact Synonym
African bush elephant,Loxodonta africana,NCBITaxon_9785,Exact Synonym
horses,Equidae,NCBITaxon_9788,Exact Synonym
mountain zebra,Equus zebra,NCBITaxon_9791,Exact Synonym
African ass,Equus asinus,NCBITaxon_9793,Exact Synonym
African wild ass,Equus asinus,NCBITaxon_9793,Exact Synonym
donkey,Equus asinus,NCBITaxon_9793,Exact Synonym
ass,Equus asinus,NCBITaxon_9793,Exact Synonym
domestic ass,Equus asinus,NCBITaxon_9793,Exact Synonym
Somali wild ass,Equus asinus,NCBITaxon_9793,Exact Synonym
horse,Equus caballus,NCBITaxon_9796,Exact Synonym
equine,Equus caballus,NCBITaxon_9796,Exact Synonym
domestic horse,Equus caballus,NCBITaxon_9796,Exact Synonym
pigs,Suidae,NCBITaxon_9821,Exact Synonym
boars,Suidae,NCBITaxon_9821,Exact Synonym
wild boar,Sus scrofa,NCBITaxon_9823,Exact Synonym
swine,Sus scrofa,NCBITaxon_9823,Exact Synonym
pigs,Sus scrofa,NCBITaxon_9823,Exact Synonym
pig,Sus scrofa,NCBITaxon_9823,Exact Synonym
domestic pig,Sus scrofa domesticus,NCBITaxon_9825,Exact Synonym
hippopotamus,Hippopotamus amphibius,NCBITaxon_9833,Exact Synonym
two-humped camel,Camelus bactrianus,NCBITaxon_9837,Exact Synonym
domestic Bactrian camel,Camelus bactrianus,NCBITaxon_9837,Exact Synonym
camel,Camelus bactrianus,NCBITaxon_9837,Exact Synonym
Bactrian camel,Camelus bactrianus,NCBITaxon_9837,Exact Synonym
one-humped camel,Camelus dromedarius,NCBITaxon_9838,Exact Synonym
dromedary,Camelus dromedarius,NCBITaxon_9838,Exact Synonym
dromedaries,Camelus dromedarius,NCBITaxon_9838,Exact Synonym
camel,Camelus dromedarius,NCBITaxon_9838,Exact Synonym
Arabian camel,Camelus dromedarius,NCBITaxon_9838,Exact Synonym
llama,Lama glama,NCBITaxon_9844,Exact Synonym
deer,Cervidae,NCBITaxon_9850,Exact Synonym
"european elk, moose",Alces alces,NCBITaxon_9852,Exact Synonym
elk,Alces alces,NCBITaxon_9852,Exact Synonym
Eurasian elk,Alces alces,NCBITaxon_9852,Exact Synonym
Western roe deer,Capreolus capreolus,NCBITaxon_9858,Exact Synonym
red deer,Cervus elaphus,NCBITaxon_9860,Exact Synonym
sika deer,Cervus nippon,NCBITaxon_9863,Exact Synonym
reindeer,Rangifer tarandus,NCBITaxon_9870,Exact Synonym
caribou,Rangifer tarandus,NCBITaxon_9870,Exact Synonym
mule deer,Odocoileus hemionus,NCBITaxon_9872,Exact Synonym
white-tailed deer,Odocoileus virginianus,NCBITaxon_9874,Exact Synonym
Canary dentex,Dentex canariensis,NCBITaxon_98812,Exact Synonym
pink dentex,Dentex gibbosus,NCBITaxon_98813,Exact Synonym
large-eye dentex,Dentex macrophthalmus,NCBITaxon_98814,Exact Synonym
Morocco dentex,Dentex maroccanus,NCBITaxon_98815,Exact Synonym
blackspot seabream,Pagellus bogaraveo,NCBITaxon_98819,Exact Synonym
Bison,Bison bison,NCBITaxon_9901,Exact Synonym
American bison,Bison bison,NCBITaxon_9901,Exact Synonym
wisent,Bison bonasus,NCBITaxon_9902,Exact Synonym
bison,Bison bonasus,NCBITaxon_9902,Exact Synonym
European bison,Bison bonasus,NCBITaxon_9902,Exact Synonym
"oxen, cattle",Bos,NCBITaxon_9903,Exact Synonym
crown daisy,Glebionis coronaria,NCBITaxon_99038,Exact Synonym
wild banteng,Bos javanicus,NCBITaxon_9906,Exact Synonym
banteng,Bos javanicus,NCBITaxon_9906,Exact Synonym
dairy cow,Bos taurus,NCBITaxon_9913,Exact Synonym
bovine,Bos taurus,NCBITaxon_9913,Exact Synonym
cow,Bos taurus,NCBITaxon_9913,Exact Synonym
domestic cattle,Bos taurus,NCBITaxon_9913,Exact Synonym
domestic cow,Bos taurus,NCBITaxon_9913,Exact Synonym
cattle,Bos taurus,NCBITaxon_9913,Exact Synonym
goats,Capra hircus,NCBITaxon_9925,Exact Synonym
goat,Capra hircus,NCBITaxon_9925,Exact Synonym
domestic goat,Capra hircus,NCBITaxon_9925,Exact Synonym
Monterey Spanish mackerel,Scomberomorus concolor,NCBITaxon_99342,Exact Synonym
Indo-Pacific king mackerel,Scomberomorus guttatus,NCBITaxon_99343,Exact Synonym
Spanish mackerel,Scomberomorus maculatus,NCBITaxon_99344,Exact Synonym
cero,Scomberomorus regalis,NCBITaxon_99345,Exact Synonym
Pacific sierra,Scomberomorus sierra,NCBITaxon_99346,Exact Synonym
wild sheep,Ovis aries,NCBITaxon_9940,Exact Synonym
sheep,Ovis aries,NCBITaxon_9940,Exact Synonym
lambs,Ovis aries,NCBITaxon_9940,Exact Synonym
domestic sheep,Ovis aries,NCBITaxon_9940,Exact Synonym
greater kudu,Tragelaphus strepsiceros,NCBITaxon_9946,Exact Synonym
lesser kudu,Tragelaphus imberbis,NCBITaxon_9947,Exact Synonym
West African elephant,Loxodonta cyclotis,NCBITaxon_99490,Exact Synonym
African forest elephant,Loxodonta cyclotis,NCBITaxon_99490,Exact Synonym
west coast rock lobster,Jasus lalandii,NCBITaxon_99572,Exact Synonym
South African spiny lobster,Jasus lalandii,NCBITaxon_99572,Exact Synonym
South African cape rock lobster,Jasus lalandii,NCBITaxon_99572,Exact Synonym
African buffalo,Syncerus caffer,NCBITaxon_9970,Exact Synonym
Western Australian gizzard shad,Nematalosa vlaminghi,NCBITaxon_997025,Exact Synonym
rabbits and hares,Leporidae,NCBITaxon_9979,Exact Synonym
hares,Lepus,NCBITaxon_9980,Exact Synonym
European hare,Lepus europaeus,NCBITaxon_9983,Exact Synonym
rabbits,Oryctolagus cuniculus,NCBITaxon_9986,Exact Synonym
rabbit,Oryctolagus cuniculus,NCBITaxon_9986,Exact Synonym
domestic rabbit,Oryctolagus cuniculus,NCBITaxon_9986,Exact Synonym
Japanese white rabbit,Oryctolagus cuniculus,NCBITaxon_9986,Exact Synonym
European rabbit,Oryctolagus cuniculus,NCBITaxon_9986,Exact Synonym
rodent,Rodentia,NCBITaxon_9989,Exact Synonym
woodchucks,Marmota monax,NCBITaxon_9995,Exact Synonym
woodchuck,Marmota monax,NCBITaxon_9995,Exact Synonym
groundhog,Marmota monax,NCBITaxon_9995,Exact Synonym
old world ground squirrels,Spermophilus,NCBITaxon_9996,Exact Synonym
