Term,Expansion,
chaparral biome,[GeographicArea-OR-Related],
cliff,[GeographicArea-OR-Related],
clifftop,[GeographicArea-OR-Related],
coast,[GeographicArea-OR-Related],
coastline,[GeographicArea-OR-Related],
common land,[GeographicArea-OR-Related],
construction site,[GeographicArea-OR-Related],
continental shelf,[GeographicArea-OR-Related],
corrie,[GeographicArea-OR-Related],
countryside,[GeographicArea-OR-Related],
dale,[GeographicArea-OR-Related],
Davy Jones's locker,[GeographicArea-OR-Related],
dell,[GeographicArea-OR-Related],
desert,[GeographicArea-OR-Related],
desert island,[GeographicArea-OR-Related],
donga,[GeographicArea-OR-Related],
downs,[GeographicArea-OR-Related],
drumlin,[GeographicArea-OR-Related],
dry land,[GeographicArea-OR-Related],
dry slope,[GeographicArea-OR-Related],
duchy,[GeographicArea-OR-Related],
dune,[GeographicArea-OR-Related],
dust bowl,[GeographicArea-OR-Related],
eavestrough,[GeographicArea-OR-Related],
Ellis Island,[GeographicArea-OR-Related],
escarpment,[GeographicArea-OR-Related],
farmland,[GeographicArea-OR-Related],
fen,[GeographicArea-OR-Related],
fire line,[GeographicArea-OR-Related],
flood plain,[GeographicArea-OR-Related],
flower bed,[GeographicArea-OR-Related],
foothill,[GeographicArea-OR-Related],
frigid zone,[GeographicArea-OR-Related],
game reserve,[GeographicArea-OR-Related],
glade,[GeographicArea-OR-Related],
glen,[GeographicArea-OR-Related],
Gondwana,[GeographicArea-OR-Related],
gorge,[GeographicArea-OR-Related],
grassland,[GeographicArea-OR-Related],
green belt,[GeographicArea-OR-Related],
greensward,[GeographicArea-OR-Related],
gulch,[GeographicArea-OR-Related],
Hades,[GeographicArea-OR-Related],
hanging valley,[GeographicArea-OR-Related],
hard shoulder,[GeographicArea-OR-Related],
headland,[GeographicArea-OR-Related],
heath,[GeographicArea-OR-Related],
heathland,[GeographicArea-OR-Related],
hillock,[GeographicArea-OR-Related],
hilltop,[GeographicArea-OR-Related],
hummock,[GeographicArea-OR-Related],
incline,[GeographicArea-OR-Related],
isle,[GeographicArea-OR-Related],
islet,[GeographicArea-OR-Related],
isthmus,[GeographicArea-OR-Related],
knoll,[GeographicArea-OR-Related],
koppie,[GeographicArea-OR-Related],
kyle,[GeographicArea-OR-Related],
land mass,[GeographicArea-OR-Related],
landing strip,[GeographicArea-OR-Related],
Laurasia,[GeographicArea-OR-Related],
lea,[GeographicArea-OR-Related],
leaf mould,[GeographicArea-OR-Related],
lido,[GeographicArea-OR-Related],
loam,[GeographicArea-OR-Related],
lowland,[GeographicArea-OR-Related],
mainland,[GeographicArea-OR-Related],
marsh,[GeographicArea-OR-Related],
marshland,[GeographicArea-OR-Related],
massif,[GeographicArea-OR-Related],
mesa,[GeographicArea-OR-Related],
mine dump,[GeographicArea-OR-Related],
moat,[GeographicArea-OR-Related],
moorland,[GeographicArea-OR-Related],
motte,[GeographicArea-OR-Related],
mountainside,[GeographicArea-OR-Related],
mountaintop,[GeographicArea-OR-Related],
mudflat,[GeographicArea-OR-Related],
murram,[GeographicArea-OR-Related],
national park,[GeographicArea-OR-Related],
nature reserve,[GeographicArea-OR-Related],
no man's land,[GeographicArea-OR-Related],
nursery slope,[GeographicArea-OR-Related],
orchard,[GeographicArea-OR-Related],
outdoors,[GeographicArea-OR-Related],
pampas,[GeographicArea-OR-Related],
Pangaea,[GeographicArea-OR-Related],
peninsula,[GeographicArea-OR-Related],
permafrost,[GeographicArea-OR-Related],
plain,[Quality],
playing field,[GeographicArea-OR-Related],
potting compost,[GeographicArea-OR-Related],
prairie,[GeographicArea-OR-Related],
precipice,[GeographicArea-OR-Related],
promontory,[GeographicArea-OR-Related],
rainforest,[GeographicArea-OR-Related],
ravine,[GeographicArea-OR-Related],
recreation ground,[GeographicArea-OR-Related],
rift valley,[GeographicArea-OR-Related],
rill,[GeographicArea-OR-Related],
river bed,[GeographicArea-OR-Related],
riverbank,[GeographicArea-OR-Related],
riverfront,[GeographicArea-OR-Related],
riverside,[GeographicArea-OR-Related],
Rock of Gibraltar,[GeographicArea-OR-Related],
Route 128,[GeographicArea-OR-Related],
runnel,[GeographicArea-OR-Related],
rust belt,[GeographicArea-OR-Related],
salt flats,[GeographicArea-OR-Related],
salt marsh,[GeographicArea-OR-Related],
salt pan,[GeographicArea-OR-Related],
savannah,[GeographicArea-OR-Related],
Scandinavia,[GeographicArea-OR-Related],
scarp,[GeographicArea-OR-Related],
scrubland,[GeographicArea-OR-Related],
seabed,[GeographicArea-OR-Related],
seascape,[GeographicArea-OR-Related],
seashore,[GeographicArea-OR-Related],
sheikhdom,[GeographicArea-OR-Related],
side view,[GeographicArea-OR-Related],
sierra,[GeographicArea-OR-Related],
Silicon Valley,[GeographicArea-OR-Related],
skerry,[GeographicArea-OR-Related],
ski jump,[GeographicArea-OR-Related],
smallholding,[GeographicArea-OR-Related],
snowscape,[GeographicArea-OR-Related],
soft shoulder,[GeographicArea-OR-Related],
Southern Cone,[GeographicArea-OR-Related],
steppe,[GeographicArea-OR-Related],
subcontinent,[GeographicArea-OR-Related],
subsoil,[GeographicArea-OR-Related],
swamp,[GeographicArea-OR-Related],
swampland,[GeographicArea-OR-Related],
sward,[GeographicArea-OR-Related],
tableland,[GeographicArea-OR-Related],
taiga,[GeographicArea-OR-Related],
terra firma,[GeographicArea-OR-Related],
terrain,[GeographicArea-OR-Related],
topsoil,[GeographicArea-OR-Related],
tor,[GeographicArea-OR-Related],
trading estate,[GeographicArea-OR-Related],
treeline,[GeographicArea-OR-Related],
tundra,[GeographicArea-OR-Related],
tussock,[GeographicArea-OR-Related],
upland,[GeographicArea-OR-Related],
vale,[GeographicArea-OR-Related],
veld,[GeographicArea-OR-Related],
wadi,[GeographicArea-OR-Related],
wasteland,[GeographicArea-OR-Related],
watercourse,[GeographicArea-OR-Related],
waterfall,[GeographicArea-OR-Related],
waterfront,[GeographicArea-OR-Related],
wave cut platform,[GeographicArea-OR-Related],
West Indies,[GeographicArea-OR-Related],
wetland,[GeographicArea-OR-Related],
wind farm,[GeographicArea-OR-Related],
woodland,[GeographicArea-OR-Related],
no,[Negation],
non,[Negation],
not,[Negation],
nor,[Negation-Alternative],
bites,[Portion_FoodOrOther],
block,[Portion_FoodOrOther],
chunk,[Portion_FoodOrOther],
crust,[Portion_FoodOrOther],
cube,[Portion_FoodOrOther],
disc,[Portion_FoodOrOther],
flake,[Portion_FoodOrOther],
flakes,[Portion_FoodOrOther],
granule,[Portion_FoodOrOther],
kernel,[Portion_FoodOrOther],
pellet,[Portion_FoodOrOther],
piece,[Portion_FoodOrOther],
portion,[Portion_FoodOrOther],
ring,[Portion_FoodOrOther],
scrape,[Portion_FoodOrOther],
shred,[Portion_FoodOrOther],
slice,[Portion_FoodOrOther],
steak,[Portion_FoodOrOther],
strip,[Portion_FoodOrOther],
in,[Preposition-Containment],
from,[Preposition-HavingOrigin],
with,[Preposition-Presence],
on,[Preposition-Support],
A1 grade,[Quality],
AAA grade,[Quality],
abdominal,[Quality],
abnormality,[Quality],
adult,[Quality],
Afro,[Quality],
aftertaste,[Quality],
all purpose,[Quality],
allure,[Quality],
amenity,[Quality],
anaheim,[Quality],
anthropogenic,[Quality],
aquatic,[Quality],
aroma,[Quality],
artificial,[Quality],
artistry,[Quality],
associated,[Quality],
attribute,[Quality],
authenticity,[Quality],
avian,[Quality],
baby,[Quality],
bacterial,[Quality],
bearded,[Quality],
bells and whistles,[Quality],
big,[Quality],
big,[Quality],
bitter,[Quality],
bitter,[Quality],
black arts,[Quality],
black eyed,[Quality],
black magic,[Quality],
blood pressure,[Quality],
BO,[Quality],
body clock,[Quality],
body odour,[Quality],
boned,[Quality],
boneless,[Quality],
botanical,[Quality],
broadness,[Quality],
bronze,[Quality],
bulk,[Quality],
bushido,[Quality],
candour,[Quality],
catch,[Quality],
category,[Quality],
central,[Quality],
central,[Quality],
central tendency,[Quality],
cerebral,[Quality],
cerebrospinal,[Quality],
characteristic,[Quality],
charisma,[Quality],
chewable,[Quality],
chignon,[Quality],
clairvoyance,[Quality],
clear,[Quality],
clear,[Quality],
coarse,[Quality],
combination,[Quality],
combo,[Quality],
commercial,[Quality],
common,[Quality],
companion,[Quality],
composite,[Quality],
content,[Quality],
coolness,[Quality],
cornrows,[Quality],
courage,[Quality],
covered,[Quality],
creamy,[Quality],
credibility,[Quality],
crew cut,[Quality],
crisp,[Quality],
crisped,[Quality],
crispi,[Quality],
crunch,[Quality],
crunchy,[Quality],
cultivated,[Quality],
custom,[Quality],
daily,[Quality],
dark,[Quality],
decor,[Quality],
deep,[Quality],
dehydrator,[Quality],
dernier cri,[Quality],
determined,[Quality],
dexterity,[Quality],
dietary,[Quality],
dieter,[Quality],
directness,[Quality],
disposable,[Quality],
distiller,[Quality],
do,[Quality],
domesticu,[Quality],
dwarf,[Quality],
earmark,[Quality],
eastern,[Quality],
easy peel,[Quality],
edible,[Quality],
elasticity,[Quality],
environment,[Quality],
environmental,[Quality],
escolar,[Quality],
evil eye,[Quality],
exactitude,[Quality],
excellence,[Quality],
exclusivity,[Quality],
exoticism,[Quality],
exploratory,[Quality],
extra,[Quality],
eyed,[Quality],
eyeliner,[Quality],
eyeshadow,[Quality],
fa,[Quality],
facultative,[Quality],
false memory,[Quality],
fancy,[Quality],
farmed,[Quality],
fat,[Quality],
fed,[Quality],
feli,[Quality],
feline,[Quality],
female,[Quality],
fetal,[Quality],
final,[Quality],
finality,[Quality],
fine,[Quality],
finesse,[Quality],
fixity,[Quality],
flat,[Quality],
flat top,[Quality],
flavor,[Quality],
folk memory,[Quality],
foodhandler,[Quality],
forbearance,[Quality],
fortitude,[Quality],
foundation,[Quality],
four fingered,[Quality],
free,[Quality],
free will,[Quality],
French braid,[Quality],
French plait,[Quality],
French pleat,[Quality],
French twist,[Quality],
fresh,[Quality],
fruitiness,[Quality],
full,[Quality],
full,[Quality],
fully,[Quality],
fully,[Quality],
fundamental tone,[Quality],
gameplay,[Quality],
generated,[Quality],
giant,[Quality],
glitz,[Quality],
golden,[Quality],
good looks,[Quality],
good nature,[Quality],
grade,[Quality],
gravitas,[Quality],
grey,[Quality],
grower,[Quality],
hairdo,[Quality],
hairstyle,[Quality],
half,[Quality],
half,[Quality],
hard,[Quality],
headless,[Quality],
heavier,[Quality],
heavy,[Quality],
herbal,[Quality],
herd instinct,[Quality],
heroism,[Quality],
high and tight,[Quality],
home made,[Quality],
homemade,[Quality],
homogeneity,[Quality],
honesty,[Quality],
horsemanship,[Quality],
hospitalized,[Quality],
hot,[Quality],
hypertension,[Quality],
imitation,[Quality],
imported,[Quality],
in tact,[Adjective-Comound],
incomplete,[Quality],
individuality,[Quality],
individually,[Quality],
inductance,[Quality],
inexactitude,[Quality],
infant,[Quality],
inscape,[Quality],
instant,[Quality],
intact,[Quality],
intervention,[Quality],
intestinal,[Quality],
isolated,[Quality],
istanbolli,[Quality],
je ne sais quoi,[Quality],
jerry built,[Quality],
juvenile,[Quality],
juvenile ,[Quality],
la,[Quality],
large,[Quality],
large,[Quality],
lean,[Quality],
leaning,[Quality],
leathery,[Quality],
left,[Quality],
life saving,[Quality],
light,[Quality],
lighter,[Quality],
lineaments,[Quality],
little,[Quality],
little,[Quality],
living,[Quality],
long,[Quality],
long,[Quality],
long necked,[Quality],
loose,[Quality],
low,[Quality],
lower,[Quality],
luminescence,[Quality],
male,[Quality],
marksmanship,[Quality],
masculinity,[Quality],
mature,[Quality],
me,[Quality],
meat and potatoes,[Quality],
medistinal,[Quality],
medium,[Quality],
mesenteric,[Quality],
mesoscopic,[Quality],
metallic,[Quality],
mi,[Quality],
mild,[Quality],
mini,[Quality],
moderate,[Quality],
moral fibre,[Quality],
multiple,[Quality],
musicianship,[Quality],
mystique,[Quality],
native,[Quality],
natural,[Quality],
near,[Quality],
necked,[Quality],
negative,[Quality],
negritude,[Quality],
new,[Quality],
new,[Quality],
northern,[Quality],
nuisance value,[Quality],
ocellated,[Quality],
odour,[Quality],
old,[Quality],
old,[Quality],
one upmanship,[Quality],
only,[Quality],
open,[Quality],
opened,[Quality],
oral,[Quality],
organic,[Quality],
original sin,[Quality],
originality,[Quality],
otherness,[Quality],
packed,[Quality],
panache,[Quality],
perseverance,[Quality],
persona,[Quality],
pet,[Quality],
phenotype,[Quality],
physicality,[Quality],
pink,[Quality],
piquancy,[Quality],
plasticity,[Quality],
pluck,[Quality],
politeness,[Quality],
politesse,[Quality],
pong,[Quality],
preciosity,[Quality],
precision,[Quality],
prepared,[Quality],
prickly,[Quality],
probity,[Quality],
proclivity,[Quality],
propensity,[Quality],
prowess,[Quality],
pulchritude,[Quality],
quarter,[Quality],
quickness,[Quality],
quiddity,[Quality],
raised,[Quality],
raw,[Quality],
,,
,,
,,
,,
rectitude,[Quality],
red winged,[Quality],
reek,[Quality],
regular,[Quality],
reisolated,[Quality],
resolve,[Quality],
retail,[Quality],
reticulated,[Quality],
rough,[Quality],
round,[Quality],
safeguard,[Quality],
safety measure,[Quality],
salesmanship,[Quality],
saving grace,[Quality],
savory,[Quality],
savour,[Quality],
schmaltz,[Quality],
seamanship,[Quality],
second nature,[Quality],
semi,[Quality],
sentiment,[Quality],
sentimentality,[Quality],
sex appeal,[Quality],
sharp,[Quality],
sheen,[Quality],
shine,[Quality],
short,[Quality],
short necked,[Quality],
short temper,[Quality],
showmanship,[Quality],
sick,[Quality],
silver tongue,[Quality],
sine qua non,[Quality],
singularity,[Quality],
skinless,[Quality],
skinless,[Quality],
slapstick,[Quality],
Sleeping Beauty,[Quality],
small,[Quality],
small,[Quality],
smoking gun,[Quality],
snake oil,[Quality],
snowline,[Quality],
Sod's Law,[Quality],
soft,[Quality],
sophistication,[Quality],
sorcery,[Quality],
sour,[Quality],
southern,[Quality],
specificity,[Quality],
spent,[Quality],
spiced,[Quality],
spicy,[Quality],
spinal,[Quality],
spiral,[Quality],
spirituality,[Quality],
spontaneity,[Quality],
spotted,[Quality],
stable,[Quality],
stage,[Quality],
stagecraft,[Quality],
stamina,[Quality],
statecraft,[Quality],
statesmanship,[Quality],
stench,[Quality],
stillness,[Quality],
stripped,[Quality],
style,[Quality],
sugar free,[Quality],
summer stock,[Quality],
super,[Quality],
superconductivity,[Quality],
surface tension,[Quality],
sweet,[Quality],
sweet,[Quality],
sweetened,[Quality],
swordsmanship,[Quality],
szechuan,[Quality],
tamal,[Quality],
tang,[Quality],
tedium,[Quality],
theatricality,[Quality],
thick,[Quality],
thicker,[Quality],
thin,[Quality],
thinner,[Quality],
three D,[Quality],
timbre,[Quality],
toddler,[Quality],
tonality,[Quality],
top,[Quality],
trait,[Quality],
tri,[Quality],
tropical,[Quality],
two fingered,[Quality],
ulceritec,[Quality],
uncooked,[Quality],
uncovered,[Quality],
unheated,[Quality],
unknown,[Quality],
unlabeled,[Quality],
unopen,[Quality],
unpackaged,[Quality],
unprepared,[Quality],
unsalted,[Quality],
unsweetened,[Quality],
unsweetened,[Quality],
upper,[Quality],
used,[Quality],
va va voom,[Quality],
valour,[Quality],
vegetarian,[Quality],
vegetarian,[Quality],
verisimilitude,[Quality],
veterinary,[Quality],
vine ripe,[Quality],
vine riped,[Quality],
vogue,[Quality],
volition,[Quality],
water table,[Quality],
waterline,[Quality],
western,[Quality],
whole,[Quality],
wild,[Quality],
wild caught,[Quality],
wild caught,[Quality],
wild type,[Quality],
wildcaught,[Quality],
wildtype,[Quality],
winged,[Quality],
without,[Quality],
workmanship,[Quality],
wow factor,[Quality],
young,[Quality],
young,[Quality],
FALSE,[Quality],
beige,[Quality-Color],
black,[Quality-Color],
blue,[Quality-Color],
brown,[Quality-Color],
china blue,[Quality-Color],
colourway,[Quality-Color],
cyan,[Quality-Color],
darkgray,[Quality-Color],
darkgreen,[Quality-Color],
darkorange,[Quality-Color],
ecru,[Quality-Color],
electric blue,[Quality-Color],
five o'clock shadow,[Quality-Color],
fuchsia,[Quality-Color],
gray,[Quality-Color],
green,[Quality-Color],
Indian red,[Quality-Color],
lightgray,[Quality-Color],
maroon,[Quality-Color],
midnight blue,[Quality-Color],
olive drab,[Quality-Color],
pallor,[Quality-Color],
primary colour,[Quality-Color],
Prussian blue,[Quality-Color],
purple,[Quality-Color],
rainbow,[Quality-Color],
red,[Quality-Color],
saffron,[Quality-Color],
silver,[Quality-Color],
suntan,[Quality-Color],
tan,[Quality-Color],
taupe,[Quality-Color],
teal,[Quality-Color],
tinge,[Quality-Color],
ultramarine,[Quality-Color],
umber,[Quality-Color],
white,[Quality-Color],
yellow,[Quality-Color],
ambient,[Quality-Food],
shelf stable,[Quality-Food],
shelf-stable,[Quality-Food],
row,[Quality-Shape],
square,[Quality-Shape],
midget,[Quality-Size],
set,[Quality-Size],
tiny,[Quality-Size],
nosocomial,[Quality-State],
outbreak,[Quality-State],
smooth,[Quality-texture],
post,[Quality-Time],
pre,[Quality-Time],
A frame,[Structure-OR-Area],
A frame tent,[Structure-OR-Area],
A road,[Structure-OR-Area],
abattoir,[Structure-OR-Area],
abbey,[Structure-OR-Area],
access road,[Structure-OR-Area],
accident and emergency,[Structure-OR-Area],
acropolis,[Structure-OR-Area],
adventure playground,[Structure-OR-Area],
aerodrome,[Structure-OR-Area],
air bridge,[Structure-OR-Area],
air lane,[Structure-OR-Area],
airdrome,[Structure-OR-Area],
airport,[Structure-OR-Area],
alcove,[Structure-OR-Area],
almshouse,[Structure-OR-Area],
amusement park,[Structure-OR-Area],
antechamber,[Structure-OR-Area],
anteroom,[Structure-OR-Area],
aparthotel,[Structure-OR-Area],
apartment block,[Structure-OR-Area],
apartment hotel,[Structure-OR-Area],
apartment house,[Structure-OR-Area],
appellate court,[Structure-OR-Area],
apse,[Structure-OR-Area],
arboretum,[Structure-OR-Area],
arbour,[Structure-OR-Area],
art gallery,[Structure-OR-Area],
Assemblies of God,[Structure-OR-Area],
assembly room,[Structure-OR-Area],
assizes,[Structure-OR-Area],
atelier,[Structure-OR-Area],
attic,[Structure-OR-Area],
auction room,[Structure-OR-Area],
Augean stables,[Structure-OR-Area],
automat,[Structure-OR-Area],
B road,[Structure-OR-Area],
bach,[Structure-OR-Area],
bachelor apartment,[Structure-OR-Area],
back alley,[Structure-OR-Area],
back room,[Structure-OR-Area],
back to back,[Structure-OR-Area],
backcountry,[Structure-OR-Area],
backlot,[Structure-OR-Area],
backstreet,[Structure-OR-Area],
bailey,[Structure-OR-Area],
Bailey bridge,[Structure-OR-Area],
bakehouse,[Structure-OR-Area],
ballroom,[Structure-OR-Area],
banister,[Structure-OR-Area],
bargain basement,[Structure-OR-Area],
barn,[Structure-OR-Area],
barnyard,[Structure-OR-Area],
barroom,[Structure-OR-Area],
basement,[Structure-OR-Area],
basilica,[Structure-OR-Area],
bathing machine,[Structure-OR-Area],
battery farm,[Structure-OR-Area],
battlements,[Structure-OR-Area],
bed and board,[Structure-OR-Area],
bedchamber,[Structure-OR-Area],
bedside,[Structure-OR-Area],
bedsit,[Structure-OR-Area],
beer garden,[Structure-OR-Area],
beltway,[Structure-OR-Area],
betting shop,[Structure-OR-Area],
bhavan,[Structure-OR-Area],
bicycle lane,[Structure-OR-Area],
big top,[Structure-OR-Area],
bike lane,[Structure-OR-Area],
bistro,[Structure-OR-Area],
bivvy,[Structure-OR-Area],
boarding house,[Structure-OR-Area],
boardroom,[Structure-OR-Area],
boathouse,[Structure-OR-Area],
boma,[Structure-OR-Area],
bomb site,[Structure-OR-Area],
bonded warehouse,[Structure-OR-Area],
bookshop,[Structure-OR-Area],
bookstall,[Structure-OR-Area],
boondocks,[Structure-OR-Area],
bordello,[Structure-OR-Area],
borstal,[Structure-OR-Area],
botanical garden,[Structure-OR-Area],
bothy,[Structure-OR-Area],
bottle store,[Structure-OR-Area],
boudoir,[Structure-OR-Area],
bourse,[Structure-OR-Area],
boutique,[Structure-OR-Area],
bowling alley,[Structure-OR-Area],
box room,[Structure-OR-Area],
brasserie,[Structure-OR-Area],
breakwater,[Structure-OR-Area],
breezeway,[Structure-OR-Area],
Broadmoor,[Structure-OR-Area],
Broadway,[Structure-OR-Area],
brothel,[Structure-OR-Area],
brownstone,[Structure-OR-Area],
bulkhead,[Structure-OR-Area],
bullring,[Structure-OR-Area],
bunk,[Structure-OR-Area],
bunkhouse,[Structure-OR-Area],
bureau de change,[Structure-OR-Area],
burial ground,[Structure-OR-Area],
burrow,[Structure-OR-Area],
bus lane,[Structure-OR-Area],
bus stop,[Structure-OR-Area],
byre,[Structure-OR-Area],
byroad,[Structure-OR-Area],
cafeteria,[Structure-OR-Area],
caff,[Structure-OR-Area],
calfshed,[Structure-OR-Area],
call centre,[Structure-OR-Area],
campus,[Structure-OR-Area],
car park,[Structure-OR-Area],
carport,[Structure-OR-Area],
carrel,[Structure-OR-Area],
carriage house,[Structure-OR-Area],
cart track,[Structure-OR-Area],
carvery,[Structure-OR-Area],
casbah,[Structure-OR-Area],
cash bar,[Structure-OR-Area],
casino,[Structure-OR-Area],
castellations,[Structure-OR-Area],
catacombs,[Structure-OR-Area],
cathedral,[Structure-OR-Area],
causeway,[Structure-OR-Area],
cavity wall,[Structure-OR-Area],
cemetery,[Structure-OR-Area],
cenotaph,[Structure-OR-Area],
cervix,[Structure-OR-Area],
chain store,[Structure-OR-Area],
chamber of horrors,[Structure-OR-Area],
chancel,[Structure-OR-Area],
changing room,[Structure-OR-Area],
chantry,[Structure-OR-Area],
chapel of rest,[Structure-OR-Area],
chapter house,[Structure-OR-Area],
charity shop,[Structure-OR-Area],
chateau,[Structure-OR-Area],
checkroom,[Structure-OR-Area],
chicken run,[Structure-OR-Area],
chimney breast,[Structure-OR-Area],
chip shop,[Structure-OR-Area],
chowk,[Structure-OR-Area],
churchyard,[Structure-OR-Area],
cirque,[Structure-OR-Area],
citadel,[Structure-OR-Area],
classroom,[Structure-OR-Area],
clay court,[Structure-OR-Area],
clearway,[Structure-OR-Area],
clerestory,[Structure-OR-Area],
climbing wall,[Structure-OR-Area],
clip joint,[Structure-OR-Area],
co op,[Structure-OR-Area],
coach house,[Structure-OR-Area],
coaching inn,[Structure-OR-Area],
coalfield,[Structure-OR-Area],
coalhouse,[Structure-OR-Area],
coat check,[Structure-OR-Area],
coatroom,[Structure-OR-Area],
coffee shop,[Structure-OR-Area],
cold store,[Structure-OR-Area],
collective farm,[Structure-OR-Area],
comfort station,[Structure-OR-Area],
common room,[Structure-OR-Area],
concentration camp,[Structure-OR-Area],
concourse,[Structure-OR-Area],
condemned cell,[Structure-OR-Area],
conservation area,[Structure-OR-Area],
consignment store,[Structure-OR-Area],
Constitutional Court,[Structure-OR-Area],
consulate,[Structure-OR-Area],
consulting room,[Structure-OR-Area],
control tower,[Structure-OR-Area],
conurbation,[Structure-OR-Area],
convenience store,[Structure-OR-Area],
cookhouse,[Structure-OR-Area],
cookshop,[Structure-OR-Area],
cooling tower,[Structure-OR-Area],
cop shop,[Structure-OR-Area],
copyright library,[Structure-OR-Area],
corn circle,[Structure-OR-Area],
corn exchange,[Structure-OR-Area],
corner shop,[Structure-OR-Area],
cornfield,[Structure-OR-Area],
corral,[Structure-OR-Area],
cottage hospital,[Structure-OR-Area],
council chamber,[Structure-OR-Area],
council estate,[Structure-OR-Area],
council house,[Structure-OR-Area],
country club,[Structure-OR-Area],
country house,[Structure-OR-Area],
country seat,[Structure-OR-Area],
county court,[Structure-OR-Area],
court of claims,[Structure-OR-Area],
court of law,[Structure-OR-Area],
Court of Session,[Structure-OR-Area],
courtroom,[Structure-OR-Area],
cowshed,[Structure-OR-Area],
crematorium,[Structure-OR-Area],
croft,[Structure-OR-Area],
cromlech,[Structure-OR-Area],
crop circle,[Structure-OR-Area],
cross bencher,[Structure-OR-Area],
cross street,[Structure-OR-Area],
crosswalk,[Structure-OR-Area],
Crown Court,[Structure-OR-Area],
crush bar,[Structure-OR-Area],
crypt,[Structure-OR-Area],
cubicle,[Structure-OR-Area],
cul de sac,[Structure-OR-Area],
culvert,[Structure-OR-Area],
cupola,[Structure-OR-Area],
curbside,[Structure-OR-Area],
cutting room,[Structure-OR-Area],
cwm,[Structure-OR-Area],
cybercafe,[Structure-OR-Area],
cycle lane,[Structure-OR-Area],
dacha,[Structure-OR-Area],
dado,[Structure-OR-Area],
dance floor,[Structure-OR-Area],
dance hall,[Structure-OR-Area],
darkroom,[Structure-OR-Area],
day room,[Structure-OR-Area],
death row,[Structure-OR-Area],
death trap,[Structure-OR-Area],
deckhouse,[Structure-OR-Area],
defile,[Structure-OR-Area],
deli,[Structure-OR-Area],
delicatessen,[Structure-OR-Area],
department store,[Structure-OR-Area],
des res,[Structure-OR-Area],
development area,[Structure-OR-Area],
digs,[Structure-OR-Area],
dime store,[Structure-OR-Area],
dinette,[Structure-OR-Area],
dining room,[Structure-OR-Area],
dinner theater,[Structure-OR-Area],
dirt road,[Structure-OR-Area],
discotheque,[Structure-OR-Area],
discounter,[Structure-OR-Area],
disorderly house,[Structure-OR-Area],
disrepair,[Structure-OR-Area],
district court,[Structure-OR-Area],
ditch,[Structure-OR-Area],
divided highway,[Structure-OR-Area],
division lobby,[Structure-OR-Area],
dockside,[Structure-OR-Area],
dockyard,[Structure-OR-Area],
dollhouse,[Structure-OR-Area],
doll's house,[Structure-OR-Area],
dolphinarium,[Structure-OR-Area],
dome tent,[Structure-OR-Area],
double room,[Structure-OR-Area],
dovecote,[Structure-OR-Area],
downstairs,[Structure-OR-Area],
draining board,[Structure-OR-Area],
drawbridge,[Structure-OR-Area],
drawing room,[Structure-OR-Area],
driveway,[Structure-OR-Area],
drop zone,[Structure-OR-Area],
drugstore,[Structure-OR-Area],
dry cleaner's,[Structure-OR-Area],
dry dock,[Structure-OR-Area],
drystone wall,[Structure-OR-Area],
dual carriageway,[Structure-OR-Area],
dude ranch,[Structure-OR-Area],
dungeon,[Structure-OR-Area],
Dutch barn,[Structure-OR-Area],
duty free shop,[Structure-OR-Area],
dwelling,[Structure-OR-Area],
dwelling house,[Structure-OR-Area],
earthwork,[Structure-OR-Area],
East End,[Structure-OR-Area],
Eden,[Structure-OR-Area],
edge city,[Structure-OR-Area],
edifice,[Structure-OR-Area],
edit suite,[Structure-OR-Area],
efficiency apartment,[Structure-OR-Area],
emergency room,[Structure-OR-Area],
encampment,[Structure-OR-Area],
end zone,[Structure-OR-Area],
enterprise zone,[Structure-OR-Area],
entrance hall,[Structure-OR-Area],
entrep̫t,[Structure-OR-Area],
environs,[Structure-OR-Area],
exclusion zone,[Structure-OR-Area],
expressway,[Structure-OR-Area],
factory farm,[Structure-OR-Area],
factory shop,[Structure-OR-Area],
farm belt,[Structure-OR-Area],
farmhouse,[Structure-OR-Area],
farmstead,[Structure-OR-Area],
farmyard,[Structure-OR-Area],
fast breeder,[Structure-OR-Area],
fast lane,[Structure-OR-Area],
favela,[Structure-OR-Area],
fenland,[Structure-OR-Area],
field hospital,[Structure-OR-Area],
field of fire,[Structure-OR-Area],
fire station,[Structure-OR-Area],
fire trap,[Structure-OR-Area],
firehouse,[Structure-OR-Area],
fireside,[Structure-OR-Area],
fitting room,[Structure-OR-Area],
five and dime,[Structure-OR-Area],
flarepath,[Structure-OR-Area],
flatlet,[Structure-OR-Area],
flea market,[Structure-OR-Area],
fleapit,[Structure-OR-Area],
Fleet Street,[Structure-OR-Area],
fleshpots,[Structure-OR-Area],
floor,[Structure-OR-Area],
flying buttress,[Structure-OR-Area],
footbridge,[Structure-OR-Area],
frame tent,[Structure-OR-Area],
free house,[Structure-OR-Area],
free port,[Structure-OR-Area],
freeway,[Structure-OR-Area],
friary,[Structure-OR-Area],
front line,[Structure-OR-Area],
frontage road,[Structure-OR-Area],
funicular,[Structure-OR-Area],
funny farm,[Structure-OR-Area],
G spot,[Structure-OR-Area],
gable,[Structure-OR-Area],
gaol,[Structure-OR-Area],
Garden of Eden,[Structure-OR-Area],
