Term,Expansion,,ExpansionPrev,,,,Expansion,,,,,,,,,,,,,,,,,
cardphone,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
carpet sweeper,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
carriage clock,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
carving knife,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
cash dispenser,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
cash machine,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
cash register,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
castanets,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
catalytic converter,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
celesta,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
cello,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
cellphone,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
Celtic harp,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
cement mixer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
central locking,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Artifact],,,,,,,,,,,,,,,,,,,,,
central processing unit,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
centrifuge,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
chainsaw,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
chanter,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
chastity belt,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
chest freezer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
chimenea,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
chinagraph,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
chisel,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
chronometer,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
cigarette lighter,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
cimbalom,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
circuit breaker,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
circular saw,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
cittern,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
clapperboard,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
clarinet,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
clarsach,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
clavichord,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
claw hammer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
cleaver,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
clinometer,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
clobber,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Clothing],,,,,,,,,,,,,,,,,,,,,
clock radio,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
clockwork,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
closed circuit television,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Artifact],,,,,,,,,,,,,,,,,,,,,
coat stand,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-ArtifactPart],,,,,,,,,,,,,,,,,,,,,
coffee maker,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
coin box,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
collider,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
combination lock,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
compressor,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
computer,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
concert grand,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
concertina,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
concrete mixer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
contrabassoon,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
contraption,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
controlled economy,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Artifact],,,,,,,,,,,,,,,,,,,,,
convector,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
cooker,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
copier,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
coping saw,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
cor anglais,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
corkscrew,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
cornetto,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
cotton gin,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
craft knife,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
crosse,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
crotales,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
cruise control,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
crumhorn,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
crusher,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Instrument],,,,,,,,,,,,,,,,,,,,,
crystal set,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
cuckoo clock,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
curette,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
curling iron,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
curling tongs,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
cut throat razor,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
cyclotron,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
cymbal,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
cymbalom,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
D lock,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
dagger,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
data terminal,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
Davy lamp,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
deadbolt,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
decoder,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
deep freeze,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
defibrillator,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
dehumidifier,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
demister,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-SubstanceOrMaterial],,,,,,,,,,,,,,,,,,,,,
Denver boot,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
depilator,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
desktop computer,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
detector,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
detonator,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
dialler,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-PhysicalContentRepresentation],,,,,,,,,,,,,,,,,,,,,
Dictaphone,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
didgeridoo,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
digital,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
diode,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
dip switch,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
dirk,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
disk drive,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
dispenser,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Container],,,,,,,,,,,,,,,,,,,,,
distributed system,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
docking station,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
doorbell,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
dot matrix printer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
double bass,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
double bassoon,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
drag lift,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
drain,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Artifact],,,,,,,,,,,,,,,,,,,,,
dredger,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Vehicle],,,,,,,,,,,,,,,,,,,,,
drier,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
drinking fountain,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
driveshaft,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
drogue,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
drum kit,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
drum machine,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
drum pad,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
dry cell,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
dryer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
dryer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Device-OR-ManmadeObject],,,,,,,,,,,,,,,,,,,,,
dual controls,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
dumb waiter,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
ear trumpet,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
earphones,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
earpiece,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
earset,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
earth mover,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Vehicle],,,,,,,,,,,,,,,,,,,,,
echo sounder,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
egg timer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
electric razor,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
electrometer,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
electron gun,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
electron microscope,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
electronic organizer,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
endoscope,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
English horn,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
enhancer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-SubstanceOrMaterial],,,,,,,,,,,,,,,,,,,,,
enlarger,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
Entryphone,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
euphonium,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
expert system,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Artifact],,,,,,,,,,,,,,,,,,,,,
exposure meter,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
fader,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
fan,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Artifact],,,,,,,,,,,,,,,,,,,,,
faucet,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
felt tip pen,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
field glasses,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
fife,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
filter,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Artifact],,,,,,,,,,,,,,,,,,,,,
fire alarm,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
fire escape,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-ArtifactPart],,,,,,,,,,,,,,,,,,,,,
fish knife,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
fish slice,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
fisheye lens,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
fishing tackle,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
fixed assets,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Structure-OR-ManMadeArea],,,,,,,,,,,,,,,,,,,,,
flail,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
flash memory,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
flashbulb,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
flashgun,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
flashlight,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
flatbed scanner,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
flick knife,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
flight recorder,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
flight simulator,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
flip phone,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
floodlight,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
floor lamp,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
flugelhorn,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
foghorn,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
food processor,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
forceps,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
fountain pen,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
franking machine,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
freeride,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
freezer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
French horn,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
fretsaw,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
fridge,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
fridge freezer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
frogging,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
function key,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
fuze,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
fuzzbox,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
gadget,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Instrument],,,,,,,,,,,,,,,,,,,,,
gadgetry,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Instrument],,,,,,,,,,,,,,,,,,,,,
garbage disposal,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
gas lamp,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
gas mask,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
gavel,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
Geiger counter,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
ghetto blaster,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Instrument],,,,,,,,,,,,,,,,,,,,,
gimlet,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
gin trap,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
gismo,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
gizmo,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
glockenspiel,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
goggle box,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
goggles,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
gramophone,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
grand piano,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
grandfather clock,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
grandmother clock,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
graphic equalizer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Organization_Person-OR-Organization_LegPer-OR-Organization_Structure],,,,,,,,,,,,,,,,,,,,,
graphics adapter,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
graphics tablet,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
grappling iron,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
grater,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
grease gun,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
ground control,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment-OR-Person],,,,,,,,,,,,,,,,,,,,,
guiro,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
guitar,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
gyroscope,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
hacksaw,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
hairdryer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
hammer and sickle,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
hammer drill,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
Hammond organ,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
handphone,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
handsaw,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
hard drive,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
hard hat,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
harmonica,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
harmonium,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
harp,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
harpsichord,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
harrow,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
hatchet,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
headphones,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
headset,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
hearing aid,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
heart lung machine,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
heat exchanger,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
heater,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
hedge trimmer,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
helmet,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
hi fi,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
hi hat,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
high fidelity,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
high hat,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
hoe,[Equipment-OR-Device-OR-ManmadeObject],,[Instrument],,,,,,,,,,,,,,,,,,,,,
hoist,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
home cinema,[Equipment-OR-Device-OR-ManmadeObject],,[Equipment],,,,,,,,,,,,,,,,,,,,,
